Bill_No,Customer_ID,Gender,Customer_Location,Purchase_ID,Date_Purchase,Week_Purchase,Time,Time_Bucket,Categories,Purchase_Item,"Purchase_Qty (kg,ltre)",Payment_Mode,Price,Gross Sale,%,Total Sales
3006,AN-VVMID011809,Female,Auto Nagar,PRE_PRCS0479593,30-01-2026,Friday,15:17,Afternoon,Personal Care,Potty Seats / Trainers,3,Cash,120.00,360.00,10.75,349.25
3007,VKPM_VVMID04296,Male,Visakhapatnam,PRE_PRCS0479584,25-12-2025,Thursday,15:22,Afternoon,Home & Kitchen,Toasters,2,Net Banking,799.00,1598.00,5.75,1592.25
3008,AN-VVMID011823,Male,Auto Nagar,PRE_PRCS0479575,09-01-2026,Friday,15:27,Afternoon,Apparel,"Jackets (Bomber, Denim, Leather)",1,Cash,1250.60,1250.60,0.25,1250.35
3009,VKPM_VVMID04299,Male,Visakhapatnam,PRE_PRCS0479566,17-01-2026,Saturday,15:32,Afternoon,General Merchandise,Envelopes,4,UPI,329.50,1318.00,16.75,1301.25
3010,VZNM_VVMID08177,Male,Vizianagaram,PRE_PRCS0479557,30-12-2025,Tuesday,15:37,Afternoon,Grocery & Staples,Whole Masoor,2,UPI,299.00,598.00,5.75,592.25
3011,VZNM_VVMID08185,Female,Vizianagaram,PRE_PRCS0479548,18-01-2026,Sunday,15:42,Afternoon,General Merchandise,Gift Wrapping Paper,1,UPI,150.00,150.00,0.25,149.75
3012,SKLM_VVMID803800,Male,Srikakulam,PRE_PRCS0479539,31-12-2025,Wednesday,15:47,Afternoon,Grocery & Staples,Chickpeas (Kabuli Chana),2,Net Banking,90.38,180.76,5.75,175.01
3013,AN-VVMID011837,Male,Auto Nagar,PRE_PRCS0479530,03-01-2026,Saturday,15:52,Afternoon,Dairy & Frozen,Lassi,1,Debit Card,59.80,59.80,0.25,59.55
3014,DN_VVMID016699,Female,Dwaraka Nagar,PRE_PRCS0479521,25-12-2025,Thursday,15:57,Afternoon,Fruits & Vegitables,Strawberry,3,Credit Card,299.00,897.00,10.75,886.25
3015,GJA_VVMID21125,Male,Gajuwaka,PRE_PRCS0479512,31-01-2026,Saturday,16:02,Afternoon,Personal Care,Baby Walkers,3,Credit Card,1500.60,4501.80,10.75,4491.05
3016,VKPM_VVMID04302,Male,Visakhapatnam,PRE_PRCS0479503,26-12-2025,Friday,16:07,Afternoon,Home & Kitchen,Hand Blenders,2,Cash,486.40,972.80,5.75,967.05
3017,GJA_VVMID21135,Male,Gajuwaka,PRE_PRCS0479494,10-01-2026,Saturday,16:12,Afternoon,Apparel,Cargo Pants,1,Credit Card,427.00,427.00,0.25,426.75
3018,SKLM_VVMID803820,Male,Srikakulam,PRE_PRCS0479485,19-01-2026,Monday,16:17,Afternoon,General Merchandise,Children's Books,1,Net Banking,90.94,90.94,0.25,90.69
3019,GJA_VVMID21145,Male,Gajuwaka,PRE_PRCS0479476,01-01-2026,Thursday,16:22,Afternoon,Grocery & Staples,Black Chickpeas (Kala Chana),2,UPI,50.90,101.80,5.75,96.05
3020,GJA_VVMID21155,Male,Gajuwaka,PRE_PRCS0479467,24-12-2025,Wednesday,16:27,Afternoon,General Merchandise,Activity/Coloring Books,1,UPI,179.00,179.00,0.25,178.75
3021,AN-VVMID011851,Male,Auto Nagar,PRE_PRCS0479458,25-12-2025,Thursday,16:32,Afternoon,General Merchandise,Comics,1,Cash,101.58,101.58,0.25,101.33
3022,AN-VVMID011865,Female,Auto Nagar,PRE_PRCS0479449,30-12-2025,Tuesday,16:37,Afternoon,Grocery & Staples,Kidney Beans (Rajma),3,Cash,80.50,241.50,10.75,230.75
3023,VKPM_VVMID04305,Male,Visakhapatnam,PRE_PRCS0479440,04-01-2026,Sunday,16:42,Afternoon,Dairy & Frozen,Condensed Milk (Milkmaid),1,UPI,103.74,103.74,0.25,103.49
3024,MPM_VVMID28739,Female,Maddilapalem,PRE_PRCS0479431,24-12-2025,Wednesday,16:47,Afternoon,Fruits & Vegitables,Litchi,3,Debit Card,45.80,137.40,10.75,126.65
3025,AN-VVMID011879,Male,Auto Nagar,PRE_PRCS0479422,30-01-2026,Friday,16:52,Afternoon,Personal Care,Cribs / Cradles (small/foldable),3,Debit Card,112.14,336.42,10.75,325.67
3026,VKPM_VVMID04308,Male,Visakhapatnam,PRE_PRCS0479413,27-12-2025,Saturday,16:57,Afternoon,Home & Kitchen,Rice Cookers,2,UPI,1899.00,3798.00,5.75,3792.25
3027,AN-VVMID011893,Male,Auto Nagar,PRE_PRCS0479404,11-01-2026,Sunday,17:02,Evening,Apparel,Thermal Wear (Upper & Lower),1,Debit Card,158.60,158.60,0.25,158.35
3028,GJA_VVMID21165,Male,Gajuwaka,PRE_PRCS0479395,24-12-2025,Wednesday,17:07,Evening,General Merchandise,Magazines,2,Credit Card,45.80,91.60,5.75,85.85
3029,VKPM_VVMID04311,Female,Visakhapatnam,PRE_PRCS0479386,12-01-2026,Monday,17:12,Evening,Apparel,Night Suits,1,UPI,931.30,931.30,0.25,931.05
3030,VKPM_VVMID04314,Male,Visakhapatnam,PRE_PRCS0479377,13-01-2026,Tuesday,17:17,Evening,Apparel,Lounge Pants,1,UPI,45.80,45.80,0.25,45.55
3031,NAD_VVMID30949,Male,NAD Junction,PRE_PRCS0479368,14-01-2026,Wednesday,17:22,Evening,Apparel,Robes,1,Cash,220.50,220.50,0.25,220.25
3032,GJA_VVMID21175,Female,Gajuwaka,PRE_PRCS0479359,31-12-2025,Wednesday,17:27,Evening,Grocery & Staples,Black Eyed Peas (Lobia),3,Credit Card,60.80,182.40,10.75,171.65
3033,VKPM_VVMID04317,Male,Visakhapatnam,PRE_PRCS0479350,05-01-2026,Monday,17:32,Evening,Dairy & Frozen,Milk Powder,1,UPI,45.80,45.80,0.25,45.55
3034,MVPC_VVMID29939,Male,MVP Colony,PRE_PRCS0479341,25-12-2025,Thursday,17:37,Evening,Fruits & Vegitables,Mulberry,3,UPI,69.80,209.40,10.75,198.65
3035,VKPM_VVMID04320,Male,Visakhapatnam,PRE_PRCS0479332,29-01-2026,Thursday,17:42,Evening,Personal Care,Soaps / Shower Gels,3,UPI,189.00,567.00,10.75,556.25
3036,VZNM_VVMID08193,Male,Vizianagaram,PRE_PRCS0479323,28-12-2025,Sunday,17:47,Evening,Home & Kitchen,Induction Cooktops,2,UPI,781.50,1563.00,5.75,1557.25
3037,DN_VVMID016713,Male,Dwaraka Nagar,PRE_PRCS0479314,15-01-2026,Thursday,17:52,Evening,Apparel,Compression Wear,1,Credit Card,102.62,102.62,0.25,102.37
3038,AN-VVMID011907,Male,Auto Nagar,PRE_PRCS0479305,25-12-2025,Thursday,17:57,Evening,General Merchandise,Bestseller Novels,2,Debit Card,120.00,240.00,5.75,234.25
3039,JMBJ_VVMID25954,Male,Jagadamba Junction,PRE_PRCS0479296,20-12-2025,Saturday,18:02,Evening,Fruits & Vegitables,Cashew Fruit,3,UPI,138.95,416.85,10.75,406.10
3040,VKPM_VVMID04323,Female,Visakhapatnam,PRE_PRCS0479287,21-12-2025,Sunday,18:07,Evening,Fruits & Vegitables,Raw Mango,3,Cash,80.60,241.80,10.75,231.05
3041,VKPM_VVMID04326,Male,Visakhapatnam,PRE_PRCS0479278,22-12-2025,Monday,18:12,Evening,Fruits & Vegitables,Spinach,3,Debit Card,80.00,240.00,10.75,229.25
3042,AN-VVMID011921,Female,Auto Nagar,PRE_PRCS0479269,01-01-2026,Thursday,18:17,Evening,Grocery & Staples,Green Peas (Dried),2,Debit Card,150.00,300.00,5.75,294.25
3043,NAD_VVMID30953,Male,NAD Junction,PRE_PRCS0479260,06-01-2026,Tuesday,18:22,Evening,Dairy & Frozen,Skimmed Milk Powder,1,Cash,149.90,149.90,0.25,149.65
3044,VKPM_VVMID04329,Male,Visakhapatnam,PRE_PRCS0479251,23-12-2025,Tuesday,18:27,Evening,Fruits & Vegitables,Fenugreek Leaves,3,Cash,329.50,988.50,10.75,977.75
3045,VKPM_VVMID04332,Male,Visakhapatnam,PRE_PRCS0479242,28-01-2026,Wednesday,18:32,Evening,Personal Care,Shampoo / Conditioner,3,UPI,119.60,358.80,10.75,348.05
3046,SKLM_VVMID803840,Male,Srikakulam,PRE_PRCS0479233,29-12-2025,Monday,18:37,Evening,Home & Kitchen,Food Processors,2,Net Banking,329.50,659.00,5.75,653.25
3047,MPM_VVMID28745,Female,Maddilapalem,PRE_PRCS0479224,16-01-2026,Friday,18:42,Evening,Apparel,Handkerchiefs,1,Debit Card,624.40,624.40,0.25,624.15
3048,VKPM_VVMID04335,Male,Visakhapatnam,PRE_PRCS0479215,24-12-2025,Wednesday,18:47,Evening,General Merchandise,Cookbooks,2,UPI,104.54,209.08,5.75,203.33
3049,GJA_VVMID21185,Male,Gajuwaka,PRE_PRCS0479206,30-12-2025,Tuesday,18:52,Evening,Home & Kitchen,Sandwich Makers,2,UPI,399.60,799.20,5.75,793.45
3050,AN-VVMID011935,Female,Auto Nagar,PRE_PRCS0479197,31-12-2025,Wednesday,18:57,Evening,Home & Kitchen,Air Fryers,2,Cash,269.00,538.00,5.75,532.25
3051,GJA_VVMID21195,Male,Gajuwaka,PRE_PRCS0479188,01-01-2026,Thursday,19:02,Evening,Home & Kitchen,Electric Choppers,1,Credit Card,329.50,329.50,0.25,329.25
3052,VKPM_VVMID04338,Male,Visakhapatnam,PRE_PRCS0479179,30-12-2025,Tuesday,19:07,Evening,Grocery & Staples,White Peas,6,UPI,299.00,1794.00,27.95,1766.05
3053,DN_VVMID016727,Male,Dwaraka Nagar,PRE_PRCS0479170,07-01-2026,Wednesday,19:12,Evening,Dairy & Frozen,Dairy Whitener,1,Credit Card,119.90,119.90,0.25,119.65
3054,VKPM_VVMID04341,Male,Visakhapatnam,PRE_PRCS0479161,24-12-2025,Wednesday,19:17,Evening,Fruits & Vegitables,Amaranth Leaves (Red),3,UPI,129.00,387.00,10.75,376.25
3055,NAD_VVMID30957,Male,NAD Junction,PRE_PRCS0479152,27-01-2026,Tuesday,19:22,Evening,Personal Care,Hair Oil,4,Cash,203.50,814.00,16.75,797.25
3056,AN-VVMID011949,Male,Auto Nagar,PRE_PRCS0479143,02-01-2026,Friday,19:27,Evening,Home & Kitchen,Wall Hangings / Photo Frames,1,Debit Card,4297.80,4297.80,0.25,4297.55
3057,MVPC_VVMID29943,Male,MVP Colony,PRE_PRCS0479134,17-01-2026,Saturday,19:32,Evening,Apparel,Salwar Suit / Salwar Kameez,1,UPI,599.50,599.50,0.25,599.25
3058,VKPM_VVMID04344,Female,Visakhapatnam,PRE_PRCS0479125,25-12-2025,Thursday,19:37,Evening,General Merchandise,General Knowledge Books,2,UPI,179.00,358.00,5.75,352.25
3059,DN_VVMID016741,Male,Dwaraka Nagar,PRE_PRCS0479116,26-01-2026,Monday,19:42,Evening,Personal Care,Face Wash,4,Credit Card,329.50,1318.00,16.75,1301.25
3060,MPM_VVMID28751,Female,Maddilapalem,PRE_PRCS0479107,25-01-2026,Sunday,19:47,Evening,Personal Care,Moisturizers / Creams,4,Debit Card,350.30,1401.20,16.75,1384.45
3061,MVPC_VVMID29947,Male,MVP Colony,PRE_PRCS0479098,24-01-2026,Saturday,19:52,Evening,Personal Care,Sunscreen / Lotions,4,UPI,1198.70,4794.80,16.75,4778.05
3062,JMBJ_VVMID25973,Male,Jagadamba Junction,PRE_PRCS0479089,23-01-2026,Friday,19:57,Evening,Personal Care,Toothpaste / Toothbrushes,4,UPI,129.00,516.00,16.75,499.25
3063,VKPM_VVMID04347,Male,Visakhapatnam,PRE_PRCS0479080,31-12-2025,Wednesday,20:02,Evening,Grocery & Staples,Horse Gram,1,UPI,329.02,329.02,0.25,328.77
3064,MPM_VVMID28757,Male,Maddilapalem,PRE_PRCS0479071,08-01-2026,Thursday,20:07,Evening,Dairy & Frozen,Vanilla / Chocolate / Strawberry Ice Cream,1,Debit Card,275.00,275.00,0.25,274.75
3065,VKPM_VVMID04350,Female,Visakhapatnam,PRE_PRCS0479062,25-12-2025,Thursday,20:12,Evening,Fruits & Vegitables,Coriander Leaves,3,Net Banking,106.78,320.34,10.75,309.59
3066,VKPM_VVMID04353,Male,Visakhapatnam,PRE_PRCS0479053,22-01-2026,Thursday,20:17,Evening,Personal Care,Mouthwash,4,Cash,756.90,3027.60,16.75,3010.85
3067,VKPM_VVMID04356,Male,Visakhapatnam,PRE_PRCS0479044,03-01-2026,Saturday,20:22,Evening,Home & Kitchen,Artificial Flowers / Plants,1,UPI,260.80,260.80,0.25,260.55
3068,JMBJ_VVMID25992,Female,Jagadamba Junction,PRE_PRCS0479035,18-01-2026,Sunday,20:27,Evening,Apparel,Patiyala Suit,1,UPI,2191.30,2191.30,0.25,2191.05
3069,NAD_VVMID30961,Male,NAD Junction,PRE_PRCS0479026,24-12-2025,Wednesday,20:32,Evening,General Merchandise,Slippers / Flip-Flops (Hawai Chappals),2,Cash,399.00,798.00,5.75,792.25
3070,VKPM_VVMID04359,Male,Visakhapatnam,PRE_PRCS0479017,21-01-2026,Wednesday,20:37,Evening,Personal Care,Shaving Cream / Razors / Blades,4,Debit Card,492.80,1971.20,16.75,1954.45
3071,VKPM_VVMID04362,Male,Visakhapatnam,PRE_PRCS0479008,20-01-2026,Tuesday,20:42,Evening,Personal Care,Deodorants / Perfumes,4,Cash,329.50,1318.00,16.75,1301.25
3072,VKPM_VVMID04365,Male,Visakhapatnam,PRE_PRCS0478999,19-01-2026,Monday,20:47,Evening,Personal Care,Talcum Powder,4,UPI,260.00,1040.00,16.75,1023.25
3073,VKPM_VVMID04368,Male,Visakhapatnam,PRE_PRCS0478990,18-01-2026,Sunday,20:52,Evening,Personal Care,"Sanitary Napkins (Whisper, Stayfree)",4,Net Banking,1120.00,4480.00,16.75,4463.25
3074,VKPM_VVMID04371,Male,Visakhapatnam,PRE_PRCS0478981,17-01-2026,Saturday,20:57,Evening,Personal Care,Tissues / Toilet Paper,5,Cash,60.00,300.00,25.05,274.95
3075,VKPM_VVMID04374,Male,Visakhapatnam,PRE_PRCS0478972,19-01-2026,Monday,21:02,Evening,Apparel,Blouses (Western),1,Cash,220.90,220.90,0.25,220.65
3076,VKPM_VVMID04377,Female,Visakhapatnam,PRE_PRCS0478963,20-01-2026,Tuesday,21:07,Evening,Apparel,Tunics,1,Debit Card,1059.00,1059.00,0.25,1058.75
3077,NAD_VVMID30965,Male,NAD Junction,PRE_PRCS0478954,01-01-2026,Thursday,21:12,Evening,Grocery & Staples,Moth Beans,1,Cash,649.90,649.90,0.25,649.65
3078,MVPC_VVMID29951,Female,MVP Colony,PRE_PRCS0478945,09-01-2026,Friday,21:17,Evening,Dairy & Frozen,"Kulfi (Malai, Mango, Pista)",1,UPI,80.50,80.50,0.25,80.25
3079,VKPM_VVMID04380,Male,Visakhapatnam,PRE_PRCS0478936,26-12-2025,Friday,21:22,Evening,Fruits & Vegitables,Curry Leaves,1,Cash,116.30,116.30,0.25,116.05
3080,VKPM_VVMID04383,Male,Visakhapatnam,PRE_PRCS0478927,16-01-2026,Friday,21:27,Evening,Personal Care,Cotton / Cotton Buds,5,UPI,109.98,549.90,25.05,524.85
3081,VKPM_VVMID04386,Male,Visakhapatnam,PRE_PRCS0478918,04-01-2026,Sunday,21:32,Evening,Home & Kitchen,"Decorative Idols (Ganesha, Lakshmi, etc.)",1,UPI,121.66,121.66,0.25,121.41
3082,VKPM_VVMID04389,Male,Visakhapatnam,PRE_PRCS0478909,21-01-2026,Wednesday,21:37,Evening,Apparel,"Jackets (Denim, Leather, Bomber)",1,Cash,1348.10,1348.10,0.25,1347.85
3083,DN_VVMID016755,Female,Dwaraka Nagar,PRE_PRCS0478900,25-12-2025,Thursday,21:42,Evening,General Merchandise,Bathroom Slippers,2,Credit Card,540.00,1080.00,5.75,1074.25
3084,VZNM_VVMID08201,Male,Vizianagaram,PRE_PRCS0478891,15-01-2026,Thursday,21:47,Evening,Personal Care,Face Packs / Masks,5,UPI,329.50,1647.50,25.05,1622.45
3085,VKPM_VVMID04392,Male,Visakhapatnam,PRE_PRCS0478882,27-12-2025,Saturday,21:52,Evening,Fruits & Vegitables,Mint Leaves,1,UPI,45.80,45.80,0.25,45.55
3086,VKPM_VVMID04395,Female,Visakhapatnam,PRE_PRCS0478873,22-01-2026,Thursday,21:57,Evening,Apparel,Shrugs,1,UPI,2130.80,2130.80,0.25,2130.55
3087,MPM_VVMID28763,Male,Maddilapalem,PRE_PRCS0478864,24-12-2025,Wednesday,10:03,Morning,General Merchandise,Sandals,2,Debit Card,120.50,241.00,5.75,235.25
3088,MVPC_VVMID29955,Male,MVP Colony,PRE_PRCS0478855,25-12-2025,Thursday,10:09,Morning,General Merchandise,Sports Shoes (basic range),2,UPI,1101.20,2202.40,5.75,2196.65
3089,DN_VVMID016769,Male,Dwaraka Nagar,PRE_PRCS0478846,30-12-2025,Tuesday,10:15,Morning,Grocery & Staples,Field Beans (Val Dal),1,Credit Card,329.50,329.50,0.25,329.25
3090,JMBJ_VVMID26011,Male,Jagadamba Junction,PRE_PRCS0478837,10-01-2026,Saturday,10:21,Morning,Dairy & Frozen,Ice Cream Tubs / Cones / Bars / Sticks,1,UPI,140.48,140.48,0.25,140.23
3091,VZNM_VVMID08209,Male,Vizianagaram,PRE_PRCS0478828,28-12-2025,Sunday,10:27,Morning,Fruits & Vegitables,Sorrel Leaves,1,UPI,82.90,82.90,0.25,82.65
3092,SKLM_VVMID803860,Male,Srikakulam,PRE_PRCS0478819,14-01-2026,Wednesday,10:33,Morning,Personal Care,Nail Polish / Remover,5,Net Banking,120.00,600.00,25.05,574.95
3093,NAD_VVMID30969,Male,NAD Junction,PRE_PRCS0478810,05-01-2026,Monday,10:39,Morning,Home & Kitchen,Candles / Diyas / Holders,12,Cash,200.90,2410.80,45.12,2365.68
3094,VKPM_VVMID04398,Female,Visakhapatnam,PRE_PRCS0478801,23-01-2026,Friday,10:45,Morning,Apparel,"Shorts (Denim, Hot Shorts, Bermudas)",1,Net Banking,1752.80,1752.80,0.25,1752.55
3095,JMBJ_VVMID26030,Male,Jagadamba Junction,PRE_PRCS0478792,24-12-2025,Wednesday,10:51,Morning,General Merchandise,School Shoes,2,UPI,898.44,1796.88,5.75,1791.13
3096,VKPM_VVMID04401,Female,Visakhapatnam,PRE_PRCS0478783,25-12-2025,Thursday,10:57,Morning,General Merchandise,Belts,2,Cash,880.00,1760.00,5.75,1754.25
3097,VKPM_VVMID04404,Male,Visakhapatnam,PRE_PRCS0478774,20-12-2025,Saturday,11:03,Morning,General Merchandise,Wallets / Purses,2,Debit Card,753.80,1507.60,5.75,1501.85
3098,MPM_VVMID28769,Male,Maddilapalem,PRE_PRCS0478765,31-12-2025,Wednesday,11:09,Morning,Grocery & Staples,Soybean,1,Debit Card,149.50,149.50,0.25,149.25
3099,MVPC_VVMID29959,Male,MVP Colony,PRE_PRCS0478756,01-01-2026,Thursday,11:15,Morning,Grocery & Staples,Roasted Gram,2,UPI,45.80,91.60,5.75,85.85
3100,VKPM_VVMID04407,Male,Visakhapatnam,PRE_PRCS0478747,11-01-2026,Sunday,11:21,Morning,Dairy & Frozen,Frozen Yogurt,1,Cash,60.00,60.00,0.25,59.75
3101,SKLM_VVMID803880,Female,Srikakulam,PRE_PRCS0478738,29-12-2025,Monday,11:27,Morning,Fruits & Vegitables,Mustard Leaves,1,Net Banking,43.80,43.80,0.25,43.55
3102,GJA_VVMID21205,Male,Gajuwaka,PRE_PRCS0478729,13-01-2026,Tuesday,11:33,Morning,Personal Care,Lipstick / Lip Balm,5,UPI,45.80,229.00,25.05,203.95
3103,DN_VVMID016783,Male,Dwaraka Nagar,PRE_PRCS0478720,06-01-2026,Tuesday,11:39,Morning,Home & Kitchen,Wall Clocks,2,Credit Card,3298.30,6596.60,5.75,6590.85
3104,VKPM_VVMID04410,Female,Visakhapatnam,PRE_PRCS0478711,24-01-2026,Saturday,11:45,Morning,Apparel,A-Line Dresses,1,Cash,3480.60,3480.60,0.25,3480.35
3105,VKPM_VVMID04413,Male,Visakhapatnam,PRE_PRCS0478702,21-12-2025,Sunday,11:51,Morning,General Merchandise,Sunglasses,2,Cash,599.30,1198.60,5.75,1192.85
3106,VKPM_VVMID04416,Male,Visakhapatnam,PRE_PRCS0478693,25-01-2026,Sunday,11:57,Morning,Apparel,Wrap Dresses,1,UPI,1280.90,1280.90,0.25,1280.65
3107,VZNM_VVMID08217,Male,Vizianagaram,PRE_PRCS0478684,26-01-2026,Monday,12:03,Afternoon,Apparel,Jumpsuits,1,UPI,399.00,399.00,0.25,398.75
3108,SKLM_VVMID803900,Male,Srikakulam,PRE_PRCS0478675,27-01-2026,Tuesday,12:09,Afternoon,Apparel,Playsuits / Rompers,2,Net Banking,399.60,799.20,5.75,793.45
3109,JMBJ_VVMID26049,Male,Jagadamba Junction,PRE_PRCS0478666,02-01-2026,Friday,12:15,Afternoon,Grocery & Staples,Roasted Gram Flour,2,UPI,65.90,131.80,5.75,126.05
3110,VKPM_VVMID04419,Male,Visakhapatnam,PRE_PRCS0478657,12-01-2026,Monday,12:21,Afternoon,Dairy & Frozen,Sundae,1,Debit Card,80.00,80.00,0.25,79.75
3111,GJA_VVMID21215,Male,Gajuwaka,PRE_PRCS0478648,30-12-2025,Tuesday,12:27,Afternoon,Fruits & Vegitables,Drumstick Leaves,1,UPI,329.50,329.50,0.25,329.25
3112,AN-VVMID011963,Female,Auto Nagar,PRE_PRCS0478639,12-01-2026,Monday,12:33,Afternoon,Personal Care,Kajal / Eyeliner,5,Cash,146.80,734.00,25.05,708.95
3113,MPM_VVMID28775,Male,Maddilapalem,PRE_PRCS0478630,07-01-2026,Wednesday,12:39,Afternoon,Home & Kitchen,Table Lamps / Decorative Lights,2,Debit Card,1249.90,2499.80,5.75,2494.05
3114,GJA_VVMID21225,Female,Gajuwaka,PRE_PRCS0478621,28-01-2026,Wednesday,12:45,Afternoon,Apparel,Thermal Wear (Upper & Lower),3,UPI,149.70,449.10,10.75,438.35
3115,VKPM_VVMID04422,Male,Visakhapatnam,PRE_PRCS0478612,22-12-2025,Monday,12:51,Afternoon,General Merchandise,Umbrellas / Raincoats,2,UPI,128.90,257.80,5.75,252.05
3116,VKPM_VVMID04425,Male,Visakhapatnam,PRE_PRCS0478603,03-01-2026,Saturday,12:57,Afternoon,Grocery & Staples,Red Gram (Whole),2,Cash,85.80,171.60,5.75,165.85
3117,VKPM_VVMID04428,Male,Visakhapatnam,PRE_PRCS0478594,04-01-2026,Sunday,13:03,Afternoon,Grocery & Staples,Mixed Dal,2,Debit Card,185.90,371.80,5.75,366.05
3118,VKPM_VVMID04431,Male,Visakhapatnam,PRE_PRCS0478585,30-12-2025,Tuesday,13:09,Afternoon,Grocery & Staples,Double Beans,2,Cash,329.50,659.00,5.75,653.25
3119,VKPM_VVMID04434,Female,Visakhapatnam,PRE_PRCS0478576,31-12-2025,Wednesday,13:15,Afternoon,Grocery & Staples,Dry Peas,2,UPI,329.50,659.00,5.75,653.25
3120,VKPM_VVMID04437,Male,Visakhapatnam,PRE_PRCS0478567,13-01-2026,Tuesday,13:21,Afternoon,Dairy & Frozen,Ice Cream Sandwiches,1,Cash,50.80,50.80,0.25,50.55
3121,AN-VVMID011977,Male,Auto Nagar,PRE_PRCS0478558,31-12-2025,Wednesday,13:27,Afternoon,Fruits & Vegitables,Dill Leaves,1,Cash,329.50,329.50,0.25,329.25
3122,GJA_VVMID21235,Female,Gajuwaka,PRE_PRCS0478549,11-01-2026,Sunday,13:33,Afternoon,Personal Care,Compact Powder,5,Credit Card,102.14,510.70,25.05,485.65
3123,MVPC_VVMID29963,Male,MVP Colony,PRE_PRCS0478540,08-01-2026,Thursday,13:39,Afternoon,Home & Kitchen,Cushion Covers,3,UPI,116.70,350.10,10.75,339.35
3124,AN-VVMID011991,Male,Auto Nagar,PRE_PRCS0478531,29-01-2026,Thursday,13:45,Afternoon,Apparel,Nursing Bras,4,Cash,289.99,1159.96,16.75,1143.21
3125,VKPM_VVMID04440,Male,Visakhapatnam,PRE_PRCS0478522,23-12-2025,Tuesday,13:51,Afternoon,General Merchandise,Caps / Hats,1,Net Banking,1050.00,1050.00,0.25,1049.75
3126,VKPM_VVMID04443,Male,Visakhapatnam,PRE_PRCS0478513,14-01-2026,Wednesday,13:57,Afternoon,Dairy & Frozen,Family Packs,2,UPI,329.50,659.00,5.75,653.25
3127,VKPM_VVMID04446,Male,Visakhapatnam,PRE_PRCS0478504,15-01-2026,Thursday,14:03,Afternoon,Dairy & Frozen,Sugar-Free Ice Cream,3,Net Banking,120.00,360.00,10.75,349.25
3128,VKPM_VVMID04449,Male,Visakhapatnam,PRE_PRCS0478495,16-01-2026,Friday,14:09,Afternoon,Dairy & Frozen,Frozen Peas (Green Peas),4,Cash,150.00,600.00,16.75,583.25
3129,VKPM_VVMID04452,Male,Visakhapatnam,PRE_PRCS0478486,01-01-2026,Thursday,14:15,Afternoon,Grocery & Staples,Toor Dal (Pigeon Pea Split),2,Net Banking,128.90,257.80,5.75,252.05
3130,VKPM_VVMID04455,Female,Visakhapatnam,PRE_PRCS0478477,17-01-2026,Saturday,14:21,Afternoon,Dairy & Frozen,Frozen Mixed Vegetables,5,UPI,80.00,400.00,25.05,374.95
3131,GJA_VVMID21245,Male,Gajuwaka,PRE_PRCS0478468,01-01-2026,Thursday,14:27,Afternoon,Fruits & Vegitables,Colocasia Leaves,1,Credit Card,100.70,100.70,0.25,100.45
3132,AN-VVMID012005,Female,Auto Nagar,PRE_PRCS0478459,10-01-2026,Saturday,14:33,Afternoon,Personal Care,Makeup Remover,5,Debit Card,45.80,229.00,25.05,203.95
3133,JMBJ_VVMID26068,Male,Jagadamba Junction,PRE_PRCS0478450,09-01-2026,Friday,14:39,Afternoon,Home & Kitchen,Doormats,1,UPI,329.50,329.50,0.25,329.25
3134,GJA_VVMID21255,Male,Gajuwaka,PRE_PRCS0478441,30-01-2026,Friday,14:45,Afternoon,Apparel,Stockings / Tights,1,Credit Card,289.60,289.60,0.25,289.35
3135,VKPM_VVMID04458,Male,Visakhapatnam,PRE_PRCS0478432,24-12-2025,Wednesday,14:51,Afternoon,General Merchandise,Scarves / Stoles,1,Cash,679.02,679.02,0.25,678.77
3136,AN-VVMID012019,Male,Auto Nagar,PRE_PRCS0478423,02-01-2026,Friday,14:57,Afternoon,Fruits & Vegitables,Basella (Malabar Spinach),1,Debit Card,139.00,139.00,0.25,138.75
3137,VZNM_VVMID08225,Female,Vizianagaram,PRE_PRCS0478414,18-01-2026,Sunday,15:03,Afternoon,Dairy & Frozen,Frozen Sweet Corn,2,UPI,50.00,100.00,5.75,94.25
3138,VKPM_VVMID04461,Male,Visakhapatnam,PRE_PRCS0478405,30-12-2025,Tuesday,15:09,Afternoon,Grocery & Staples,Cumin Seeds,2,Cash,115.42,230.84,5.75,225.09
3139,SKLM_VVMID803920,Male,Srikakulam,PRE_PRCS0478396,19-01-2026,Monday,15:15,Afternoon,Dairy & Frozen,Frozen Spinach,1,Net Banking,79.60,79.60,0.25,79.35
3140,VKPM_VVMID04464,Female,Visakhapatnam,PRE_PRCS0478387,03-01-2026,Saturday,15:21,Afternoon,Fruits & Vegitables,Spring Onion Leaves,1,UPI,60.00,60.00,0.25,59.75
3141,VKPM_VVMID04467,Male,Visakhapatnam,PRE_PRCS0478378,09-01-2026,Friday,15:27,Afternoon,Personal Care,Hair Removal Creams,5,UPI,293.20,1466.00,25.05,1440.95
3142,VKPM_VVMID04470,Male,Visakhapatnam,PRE_PRCS0478369,10-01-2026,Saturday,15:33,Afternoon,Home & Kitchen,Vases,1,Cash,302.40,302.40,0.25,302.15
